kind,shift,reference,interval,metric,k,env_steps,mean,std,median,p25,p75,n
regrounded_rollout_error,visual,,1,mse,8,40,0.10664552450180054,0.0848347619175911,0.08112497627735138,0.05124359577894211,0.12669794261455536,200
regrounded_rollout_error,visual,,1,mse,9,45,0.10911903530359268,0.08880478143692017,0.0844215601682663,0.048891279846429825,0.1309620887041092,200
regrounded_rollout_error,visual,,1,mse,10,50,0.1077534556388855,0.09108671545982361,0.07903331518173218,0.05258418619632721,0.1313602179288864,200
regrounded_rollout_error,visual,,1,l2,0,0,0.0,0.0,0.0,0.0,0.0,200
regrounded_rollout_error,visual,,1,l2,1,5,4.3335280418396,1.6277697086334229,3.9164795875549316,3.087937831878662,5.222178936004639,200
regrounded_rollout_error,visual,,1,l2,2,10,4.410554885864258,1.6868937015533447,4.020509719848633,3.13059139251709,5.238156795501709,200
regrounded_rollout_error,visual,,1,l2,3,15,4.406120777130127,1.612844705581665,4.147881984710693,3.203193426132202,5.185227394104004,200
regrounded_rollout_error,visual,,1,l2,4,20,4.332973003387451,1.5378775596618652,3.979893207550049,3.2039270401000977,5.159743309020996,200
regrounded_rollout_error,visual,,1,l2,5,25,4.258957386016846,1.5864821672439575,3.9551448822021484,3.0798721313476562,5.00425910949707,200
regrounded_rollout_error,visual,,1,l2,6,30,4.224693298339844,1.4898208379745483,3.9205384254455566,3.0795435905456543,5.007865905761719,200
regrounded_rollout_error,visual,,1,l2,7,35,4.2169389724731445,1.4374654293060303,3.9462015628814697,3.1583402156829834,5.014274597167969,200
regrounded_rollout_error,visual,,1,l2,8,40,4.2529683113098145,1.5453808307647705,3.9466323852539062,3.1366806030273438,4.932139873504639,200
regrounded_rollout_error,visual,,1,l2,9,45,4.297321319580078,1.576034665107727,4.026032447814941,3.06381893157959,5.0144453048706055,200
regrounded_rollout_error,visual,,1,l2,10,50,4.259632587432861,1.5950536727905273,3.8954310417175293,3.177445650100708,5.022065162658691,200
regrounded_rollout_error,visual,,1,cosine,0,0,1.162290530487553e-08,9.053188421148661e-08,0.0,0.0,5.960464477539063e-08,200
regrounded_rollout_error,visual,,1,cosine,1,5,0.149245485663414,0.12924247980117798,0.09974503517150879,0.05704560875892639,0.1942501664161682,200
regrounded_rollout_error,visual,,1,cosine,2,10,0.15358513593673706,0.13455450534820557,0.11697545647621155,0.058345481753349304,0.19650015234947205,200
regrounded_rollout_error,visual,,1,cosine,3,15,0.1519518792629242,0.12440837919712067,0.11759725213050842,0.05872870981693268,0.19801905751228333,200
regrounded_rollout_error,visual,,1,cosine,4,20,0.15091603994369507,0.12627337872982025,0.11389932036399841,0.06035272777080536,0.20711760222911835,200
regrounded_rollout_error,visual,,1,cosine,5,25,0.14247757196426392,0.11715786159038544,0.10826289653778076,0.0578361451625824,0.18882527947425842,200
regrounded_rollout_error,visual,,1,cosine,6,30,0.14306381344795227,0.11449628323316574,0.1081286370754242,0.05350540578365326,0.18845130503177643,200
regrounded_rollout_error,visual,,1,cosine,7,35,0.14537137746810913,0.12601424753665924,0.11118242144584656,0.05362917482852936,0.1839693933725357,200
regrounded_rollout_error,visual,,1,cosine,8,40,0.14657747745513916,0.12350558489561081,0.11830440163612366,0.053793638944625854,0.17919744551181793,200
regrounded_rollout_error,visual,,1,cosine,9,45,0.14798158407211304,0.12986482679843903,0.1148114800453186,0.05199536681175232,0.17493337392807007,200
regrounded_rollout_error,visual,,1,cosine,10,50,0.1405887007713318,0.12239295244216919,0.1053989827632904,0.058758363127708435,0.1743299514055252,200
regrounded_rollout_error,visual,,2,mse,0,0,0.0,0.0,0.0,0.0,0.0,200
regrounded_rollout_error,visual,,2,mse,1,5,0.11160970479249954,0.08956915885210037,0.0798896998167038,0.04966340214014053,0.14203858375549316,200
regrounded_rollout_error,visual,,2,mse,2,10,0.2229911834001541,0.1623915582895279,0.1669948697090149,0.100840725004673,0.27584168314933777,200
regrounded_rollout_error,visual,,2,mse,3,15,0.11466197669506073,0.08925716578960419,0.08960909396409988,0.05343981832265854,0.14003628492355347,200
